,SampleNumber,TimeStamp,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
691,691,1503683080239,4,17,10,4,-3,-1,-3,-5
692,692,1503683080246,-1,-20,-7,-4,-1,-2,-2,9
693,693,1503683080263,-10,-6,-3,0,-3,0,-1,-10
694,694,1503683080268,5,16,5,-1,-2,-2,-2,-3
695,695,1503683080276,3,-12,-1,-2,-2,-1,0,-1
696,696,1503683080290,-8,-9,-6,-2,0,0,1,8
697,697,1503683080299,-10,2,-4,-1,-1,0,0,5
698,698,1503683080306,32,16,1,1,1,-4,-4,-3
699,699,1503683080329,14,-3,-2,-1,-1,-2,-2,-4
700,700,1503683080332,-25,-9,0,-1,0,0,1,1
701,701,1503683080338,6,5,6,3,-1,-2,-1,-2
702,702,1503683080350,2,-1,0,-1,0,0,1,-3
703,703,1503683080358,0,0,1,-3,-2,0,0,0
704,704,1503683080366,-5,-2,0,1,0,-1,-2,-12
705,705,1503683080381,22,-1,-6,-5,-5,-4,-2,8
706,706,1503683080388,-3,0,1,-2,-2,-2,-10,-4
707,707,1503683080397,-1,-7,-3,0,1,1,1,2
708,708,1503683080410,7,-1,-1,-1,-1,-1,2,6
709,709,1503683080419,-1,0,0,-1,-1,-1,-3,0
710,710,1503683080426,9,0,-2,0,0,0,3,7
711,711,1503683080441,-7,-11,-7,-2,-2,-3,-1,-12
712,712,1503683080448,-7,2,-2,0,-1,1,4,1
713,713,1503683080456,-1,-2,-3,-10,-19,-3,-4,-3
714,714,1503683080470,-9,0,5,20,16,3,1,3
715,715,1503683080479,2,-3,-4,5,10,2,4,-4
716,716,1503683080486,-11,0,-1,-9,-11,-4,-13,-8
717,717,1503683080501,-21,-2,-1,-4,-8,2,6,5
718,718,1503683080508,36,9,2,-2,-2,-2,-5,-2
719,719,1503683080516,-14,30,6,-2,2,-2,-4,-4
720,720,1503683080530,-48,3,5,-5,-6,-4,1,-7
721,721,1503683080539,4,-10,-4,9,20,-2,0,-1
722,722,1503683080546,17,-10,-7,-3,-10,0,4,4
723,723,1503683080561,-16,-4,-3,-2,-2,0,0,0
724,724,1503683080569,2,-5,-5,-21,-9,0,0,0
725,725,1503683080576,8,-2,0,12,9,-1,-4,1
726,726,1503683080590,-23,-15,-5,-9,-9,-1,1,-6
727,727,1503683080600,89,34,4,-7,-10,-4,-4,8
728,728,1503683080606,-23,-5,-5,3,8,-1,-1,-3
729,729,1503683080621,-13,-4,4,0,0,0,-1,-3
730,730,1503683080628,0,-3,1,5,14,-1,-1,-2
731,731,1503683080638,-13,-8,-4,-4,-3,2,-1,-3
732,732,1503683080650,6,3,3,0,-7,1,1,2
733,733,1503683080658,-5,-1,-3,-14,-11,2,1,-1
734,734,1503683080667,-5,-13,-3,0,15,-1,-1,1
735,735,1503683080681,-22,-8,-2,-2,-9,1,2,-1
736,736,1503683080695,6,8,-4,0,-12,-2,-3,-2
737,737,1503683080698,-7,6,1,0,-3,-1,-1,3
738,738,1503683080699,-5,-16,1,2,5,-2,-3,0
739,739,1503683080710,5,17,2,7,6,-3,0,-1
740,740,1503683080718,-3,-5,-1,6,2,-1,4,1
741,741,1503683080726,11,-4,-1,-1,-9,1,1,4
742,742,1503683080741,-6,-3,-1,-3,-1,-6,-4,9
743,743,1503683080748,20,1,-4,-2,1,6,1,5
744,744,1503683080757,-14,-7,-1,1,2,1,-1,-3
745,745,1503683080771,-24,-12,-4,-1,-1,-3,-4,-9
746,746,1503683080778,4,-3,-4,-3,-4,-1,0,-3
747,747,1503683080786,12,4,3,-1,1,0,4,1
748,748,1503683080801,-13,3,-2,-2,-1,1,-3,-7
749,749,1503683080808,-15,-2,-2,2,1,0,1,4
750,750,1503683080816,-15,-6,-3,2,0,-3,-2,-4
751,751,1503683080830,-1,0,-4,-7,-14,-1,-2,-2
752,752,1503683080838,11,4,0,1,-4,1,1,-2
753,753,1503683080846,-4,-5,1,4,6,0,1,23
754,754,1503683080861,11,-1,0,-4,-2,0,1,1
755,755,1503683080868,-4,-1,4,-4,-4,-3,-1,-9
756,756,1503683080877,8,0,-2,-1,-1,-2,1,4
757,757,1503683080890,-1,-1,-1,2,2,-3,-6,-12
758,758,1503683080900,-1,-7,-6,-1,1,2,1,-2
1437,1437,1503683087565,-1,-1,0,0,1,2,2,-5
1438,1438,1503683087573,18,-7,-2,-1,-15,-3,-3,1
1439,1439,1503683087589,7,-3,-6,-10,1,-1,1,-2
1440,1440,1503683087590,-23,-3,-1,20,-5,-2,-2,0
1441,1441,1503683087595,2,2,-1,19,8,-2,-2,-1
1442,1442,1503683087603,60,5,2,-5,-7,1,1,5
1443,1443,1503683087625,-44,-5,-3,-4,-11,1,2,-8
1444,1444,1503683087627,13,1,-2,-4,8,0,-2,1
1445,1445,1503683087640,12,2,4,-4,1,2,2,7
1446,1446,1503683087648,-33,2,-2,-9,-7,-3,-4,-1
1447,1447,1503683087657,-20,-3,-1,2,2,-2,-5,-9
1448,1448,1503683087670,8,-1,-4,6,-4,-2,-2,2
1449,1449,1503683087671,-2,-1,-2,-6,-5,-2,3,12
1450,1450,1503683087677,15,0,1,-1,6,0,4,6
1451,1451,1503683087686,-11,6,2,-4,-3,0,2,3
1452,1452,1503683087700,4,-3,-2,1,8,2,-7,1
1453,1453,1503683087708,7,-5,-4,-7,-6,-2,-2,-15
1454,1454,1503683087717,-5,-2,-1,0,4,-2,-4,-1
1455,1455,1503683087731,13,-1,-1,0,-2,1,0,-9
1456,1456,1503683087738,-16,-2,2,5,7,1,1,4
1457,1457,1503683087748,8,-1,0,-12,-14,0,3,0
1458,1458,1503683087760,-18,-4,-3,6,22,-2,-2,-4
1459,1459,1503683087768,15,1,-3,3,3,-2,-2,-25
1460,1460,1503683087775,45,13,-2,-16,-20,-1,-7,-3
1461,1461,1503683087790,5,-7,-2,3,14,0,-1,8
1462,1462,1503683087797,-6,-11,-8,-4,-2,-2,5,15
1463,1463,1503683087805,-10,9,-1,-15,-17,-1,-5,-13
1464,1464,1503683087820,7,-1,0,5,-17,-2,2,-2
1465,1465,1503683087828,-33,-13,-2,6,37,0,-1,-1
1466,1466,1503683087835,-14,-8,-4,-7,-3,-1,1,1
1467,1467,1503683087851,3,3,4,-5,-3,0,-3,6
1468,1468,1503683087857,-19,-5,5,3,2,3,2,-8
1469,1469,1503683087865,-55,-6,5,0,-20,-2,-2,-2
1470,1470,1503683087880,41,1,1,3,1,-2,1,3
