,SampleNumber,TimeStamp,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
1157,1157,1503696701255,6,-2,-5,-1,3,-1,-1,-2
1158,1158,1503696701256,-6,6,4,0,-1,-4,-3,-2
1159,1159,1503696701260,-6,-6,8,2,1,2,1,-2
1160,1160,1503696701267,14,25,5,0,-3,-1,3,4
1161,1161,1503696701274,10,6,-3,13,4,-5,-2,-3
1162,1162,1503696701291,3,2,3,1,0,-1,1,11
1163,1163,1503696701297,-2,-25,6,0,-1,0,-1,1
1164,1164,1503696701305,-1,10,17,0,-2,-2,-2,-2
1165,1165,1503696701319,2,12,4,1,-2,-3,-1,-3
1166,1166,1503696701328,-13,-5,-16,-7,-3,-1,-2,-1
1167,1167,1503696701335,0,7,-6,-6,0,0,-1,-3
1168,1168,1503696701350,-7,-6,-18,-1,0,-2,-4,0
1169,1169,1503696701358,-4,-2,-3,-2,0,0,1,2
1170,1170,1503696701368,0,4,-4,-1,1,0,-4,-7
1171,1171,1503696701380,12,7,-2,-11,-7,-1,-2,2
1172,1172,1503696701391,2,-8,2,8,3,0,-8,1
1173,1173,1503696701395,5,-8,-2,2,1,0,2,-1
1174,1174,1503696701410,1,6,-2,-3,-2,-1,2,-2
1175,1175,1503696701418,-3,-2,-3,-2,-2,-2,1,-3
1176,1176,1503696701425,13,-12,-1,-2,-3,-3,-4,-8
1177,1177,1503696701439,-8,-7,2,-3,-2,-1,0,5
1178,1178,1503696701440,6,9,4,0,-3,-3,-2,0
1179,1179,1503696701448,11,-21,-3,1,3,11,5,-2
1180,1180,1503696701456,-15,5,6,-2,-10,2,1,-6
1181,1181,1503696701470,-2,0,-5,-9,-9,-9,-6,-5
1182,1182,1503696701477,-4,-4,-2,0,-1,-4,-10,-9
1183,1183,1503696701486,0,3,0,-2,1,0,10,20
1184,1184,1503696701500,9,11,1,3,2,6,-12,-27
1185,1185,1503696701507,2,-11,-7,-9,-5,14,2,15
1186,1186,1503696701508,10,13,2,-3,-3,-11,4,-3
1187,1187,1503696701515,55,29,4,1,6,7,5,16
1188,1188,1503696701530,-24,21,2,4,-2,2,-15,-8
1189,1189,1503696701537,0,6,-3,0,-1,-6,-1,-1
1190,1190,1503696701545,-5,-1,-2,-5,-2,-1,4,5
1191,1191,1503696701560,2,-8,-4,-1,5,2,1,9
1192,1192,1503696701567,-30,-12,8,11,4,6,0,-5
1193,1193,1503696701574,17,-8,-23,-10,-5,-5,3,-4
1194,1194,1503696701591,2,13,-2,3,7,-12,-9,-15
1195,1195,1503696701597,-28,-2,-4,11,5,3,2,9
1196,1196,1503696701613,24,7,-3,-1,2,25,7,1
1197,1197,1503696701620,-21,-7,1,-5,-1,-3,3,1
1198,1198,1503696701628,-4,-4,5,-8,-3,3,-7,-5
1199,1199,1503696701635,0,-4,2,-3,-5,-5,-7,-4
1200,1200,1503696701650,-8,10,0,0,2,3,6,4
1201,1201,1503696701658,-12,5,-6,-4,-3,-4,-4,0
1202,1202,1503696701672,-6,-11,-4,-2,-8,-13,-15,0
1203,1203,1503696701679,-8,-3,9,7,7,7,2,4
1204,1204,1503696701687,-15,-9,-4,-5,-4,-7,-2,-10
1205,1205,1503696701694,30,-6,-4,-5,-3,-7,-1,14
1206,1206,1503696701710,-12,-7,-2,-4,-8,0,7,-1
1207,1207,1503696701717,-14,-7,0,-3,-2,0,-4,-10
1208,1208,1503696701733,51,3,3,-1,4,1,4,11
1209,1209,1503696701740,8,0,1,0,-3,-2,4,0
1210,1210,1503696701748,-36,-6,-7,-2,-1,2,-1,-6
1211,1211,1503696701754,-27,-9,-4,-3,-4,3,1,-9
1212,1212,1503696701770,10,-3,-1,1,2,-2,-5,-16
1213,1213,1503696701777,-14,-6,2,0,-4,-10,-3,-1
1214,1214,1503696701793,-4,-4,2,10,3,-3,3,-5
1215,1215,1503696701801,-41,0,-3,4,5,11,2,-11
1216,1216,1503696701814,1,-2,0,3,0,-5,1,5
1217,1217,1503696701815,2,-5,0,-1,-2,-6,-1,4
1218,1218,1503696701830,-9,2,-3,-7,0,-4,1,-2
1219,1219,1503696701837,6,-6,3,0,3,3,-5,0
1220,1220,1503696701852,31,5,-5,-6,-4,-6,-2,8
1221,1221,1503696701860,-4,-7,-7,-10,-7,2,-7,-2
1222,1222,1503696701868,-9,-5,-3,-4,-5,0,-6,-1
1223,1223,1503696701874,4,6,1,0,0,-1,3,7
1224,1224,1503696701890,19,2,-9,-1,0,-1,-6,3
1225,1225,1503696701897,-22,-11,-5,0,5,3,-5,-2
1226,1226,1503696701919,14,-1,-3,-1,3,1,5,4
1227,1227,1503696701920,4,1,-2,-1,-4,-7,4,-2
1228,1228,1503696701928,6,-4,-2,-1,-2,6,6,3
1229,1229,1503696701935,50,13,3,-2,-4,2,1,0
1230,1230,1503696701950,-11,4,5,-1,0,-8,-9,-8
1231,1231,1503696701957,-20,-4,0,-1,-3,-2,1,-4
1232,1232,1503696701972,6,2,2,0,1,2,7,5
1233,1233,1503696701979,2,-5,-6,0,-1,-2,-2,7
1234,1234,1503696701987,-11,6,-5,-4,-2,-9,-1,-6
1235,1235,1503696701988,14,-1,9,3,2,9,1,3
1236,1236,1503696702003,0,-7,-2,-1,2,-1,0,-1
1237,1237,1503696702010,0,3,-4,0,-3,-4,-5,-5
