,SampleNumber,TimeStamp,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
1011,1011,1503958523945,0,-8,-11,-1,-3,-1,-1,19
1012,1012,1503958523959,-10,7,-2,0,3,1,-3,2
1013,1013,1503958523967,6,2,15,-2,8,1,5,7
1014,1014,1503958523974,-1,5,-5,-4,-12,0,-5,-4
1015,1015,1503958523989,-7,0,-1,6,0,-13,-27,-14
1016,1016,1503958523997,0,4,14,4,2,-4,-3,5
1017,1017,1503958524005,15,12,8,-7,-7,1,0,-4
1018,1018,1503958524020,-2,15,18,-5,1,-4,0,-4
1019,1019,1503958524027,5,17,7,-10,5,4,4,1
1020,1020,1503958524034,21,-8,-1,-13,-5,1,6,4
1021,1021,1503958524051,3,-3,4,-11,-2,2,1,-10
1022,1022,1503958524057,-14,-5,-1,-2,5,3,8,-2
1023,1023,1503958524065,-9,-5,-10,-2,-11,1,3,-4
1024,1024,1503958524079,-5,0,-6,4,2,-1,-6,-7
1025,1025,1503958524089,7,1,0,-4,0,-2,5,1
1026,1026,1503958524094,-3,-4,-3,0,-2,0,-2,-1
1027,1027,1503958524109,15,-13,-2,-13,-7,-5,-8,-3
1028,1028,1503958524117,8,2,3,2,-8,-3,1,6
1029,1029,1503958524125,-13,-5,0,-6,-12,-1,-5,5
1030,1030,1503958524140,-12,1,16,1,1,0,-6,-8
1031,1031,1503958524148,-5,-8,-7,13,0,-1,6,2
1032,1032,1503958524156,-6,-1,12,5,3,0,-3,-2
1033,1033,1503958524172,11,4,0,2,6,1,1,6
1034,1034,1503958524181,-3,-3,-2,1,8,-1,-2,3
1035,1035,1503958524186,-4,-6,3,-3,-2,3,3,-10
1036,1036,1503958524200,-3,-7,-11,2,-5,0,-13,-4
1037,1037,1503958524208,-14,0,8,-3,5,3,0,6
1038,1038,1503958524215,6,4,-7,-11,-5,-4,-9,-4
1039,1039,1503958524230,-1,-5,-2,-3,1,-4,2,-4
1040,1040,1503958524239,-7,-6,-7,5,0,2,7,3
1041,1041,1503958524249,22,6,8,4,5,1,2,10
1042,1042,1503958524259,-4,-5,-1,-6,1,-1,-1,-16
1043,1043,1503958524267,-9,0,-8,7,-2,-1,-1,3
1044,1044,1503958524275,-3,12,10,-3,-3,-3,2,1
1045,1045,1503958524289,-3,10,4,0,-4,1,0,-22
1046,1046,1503958524297,-2,-18,2,-6,1,1,2,-1
1047,1047,1503958524305,-8,-14,-10,1,-6,-1,-2,-4
1048,1048,1503958524319,-6,-5,-2,7,3,1,3,16
1049,1049,1503958524327,-1,5,14,5,6,-2,-1,-20
1050,1050,1503958524334,1,25,10,9,4,-2,-1,-3
1051,1051,1503958524349,-12,-17,-7,-9,3,-3,-12,-12
1052,1052,1503958524357,23,-9,-24,13,-3,-3,-1,-8
1053,1053,1503958524365,0,10,4,-14,-21,1,0,2
1054,1054,1503958524381,-5,-10,-3,-6,2,1,9,-1
1055,1055,1503958524387,4,1,8,-8,9,2,1,-1
1056,1056,1503958524394,-21,-14,-8,-4,-7,1,1,-6
1057,1057,1503958524409,-5,-4,0,-6,-3,-4,-5,-3
1058,1058,1503958524418,17,-11,-5,-5,0,-2,2,-5
1059,1059,1503958524425,6,-5,-6,-1,3,1,4,14
1060,1060,1503958524439,17,7,6,-16,-6,-6,-2,-2
1061,1061,1503958524448,-6,-10,-13,6,0,-2,0,7
1062,1062,1503958524454,-7,4,8,-11,-4,-1,-2,19
1063,1063,1503958524469,3,11,1,-2,-4,-4,-4,10
1064,1064,1503958524477,-29,-5,3,10,5,4,-3,-1
1065,1065,1503958524485,-5,-8,3,-6,-4,0,-10,-16
1066,1066,1503958524499,2,14,1,8,3,1,-6,0
1067,1067,1503958524507,0,8,12,-1,5,-1,1,6
1068,1068,1503958524515,1,14,11,11,4,-1,4,-6
1069,1069,1503958524529,2,4,-1,-1,-2,0,-3,0
1070,1070,1503958524537,1,-8,-8,-5,-2,-1,2,14
1071,1071,1503958524545,8,-1,-3,-5,-10,-6,-2,-1
1072,1072,1503958524559,-16,1,-7,0,-1,-3,-2,-8
1073,1073,1503958524567,-15,1,-6,6,5,0,2,3
1074,1074,1503958524574,6,0,7,-10,-1,-3,-6,-11
