,SampleNumber,TimeStamp,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
884,884,1503523602249,-3,-10,-1,-5,-5,-37,-45,-46
885,885,1503523602264,46,6,1,-4,-1,15,-15,-35
886,886,1503523602270,16,7,0,2,6,44,-10,-21
887,887,1503523602279,-6,-4,-3,-5,-3,4,11,-4
888,888,1503523602295,35,-27,-2,3,6,24,17,10
889,889,1503523602301,9,27,3,3,15,-32,-3,13
890,890,1503523602309,-3,-38,-8,10,0,5,9,-9
891,891,1503523602324,24,35,5,22,3,-1,-22,-10
892,892,1503523602332,8,32,2,-1,-1,14,-29,-2
893,893,1503523602339,35,27,4,-12,-7,-38,-14,-32
894,894,1503523602353,11,19,10,-4,-3,5,29,10
895,895,1503523602363,-31,-70,0,-4,-3,56,18,28
896,896,1503523602369,-27,-6,-7,-10,0,-4,3,19
897,897,1503523602384,15,35,-3,-13,-8,26,33,17
898,898,1503523602390,-36,-69,-2,-3,-3,4,41,23
899,899,1503523602400,5,-17,-9,-13,-11,2,-5,-11
900,900,1503523602413,-5,42,1,0,-7,1,49,-11
901,901,1503523602421,12,3,-2,0,-1,-11,-13,1
902,902,1503523602429,24,-3,-2,3,-1,-13,-16,2
903,903,1503523602444,-13,30,11,3,1,4,-1,5
904,904,1503523602452,38,-9,2,2,1,8,-8,-2
905,905,1503523602459,52,16,-4,-4,-1,-16,-17,-7
906,906,1503523602474,-2,25,7,-7,-7,-15,-25,-90
907,907,1503523602481,-46,14,-3,0,2,-22,-4,-12
908,908,1503523602497,25,26,-2,0,2,6,-8,28
909,909,1503523602504,13,-38,-10,1,-2,24,-31,-18
910,910,1503523602512,14,1,3,0,-3,-13,-2,29
911,911,1503523602519,22,-2,-10,-1,-4,-13,13,20
912,912,1503523602534,3,-46,2,-3,9,19,8,56
913,913,1503523602541,-19,1,7,1,-3,-4,-2,19
914,914,1503523602557,9,-14,-15,-7,-18,-9,-20,-4
915,915,1503523602564,33,22,2,3,1,-5,11,7
916,916,1503523602572,25,-22,-1,0,9,-10,-12,-45
917,917,1503523602579,-24,20,10,-12,-4,4,-13,4
