,SampleNumber,TimeStamp,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
727,727,1503523885328,40,14,-5,-1,0,-2,1,4
728,728,1503523885329,-43,-6,-1,2,-1,0,-1,-5
729,729,1503523885336,-15,-12,-2,-2,0,7,-1,-8
730,730,1503523885353,10,-11,-3,0,0,1,5,6
731,731,1503523885358,5,2,2,-2,-1,3,-2,-6
732,732,1503523885366,-8,3,6,-1,2,2,-12,-40
733,733,1503523885381,-2,-24,0,-3,-2,-3,-8,-14
734,734,1503523885389,3,3,3,1,0,-5,4,10
735,735,1503523885396,9,8,-3,-3,-3,-1,-7,-5
736,736,1503523885410,38,1,-7,-3,-3,1,-1,5
737,737,1503523885420,3,-2,-3,2,0,-3,5,-1
738,738,1503523885429,51,11,-7,-4,-4,-14,-1,9
739,739,1503523885440,24,20,-3,-13,-12,-65,-14,3
740,740,1503523885449,-17,-14,2,1,2,3,1,1
741,741,1503523885456,0,-9,-4,1,4,11,6,5
742,742,1503523885471,-22,-9,1,-1,0,0,-9,-15
743,743,1503523885478,-39,-25,2,2,-1,11,42,-3
744,744,1503523885488,22,11,4,-1,-2,1,-3,21
745,745,1503523885501,-21,3,0,1,2,6,9,22
746,746,1503523885508,-1,-23,0,-2,-3,-4,-2,-11
747,747,1503523885509,8,26,6,-1,-1,-4,2,-3
748,748,1503523885515,0,0,-10,-4,-3,13,23,-14
749,749,1503523885516,-9,31,9,3,-2,-21,-2,2
750,750,1503523885531,-14,-4,-3,2,-1,-5,2,-3
751,751,1503523885538,11,-3,-4,-1,-2,12,-6,8
752,752,1503523885546,-9,4,1,-3,-9,-18,9,13
753,753,1503523885561,8,-9,1,-1,1,5,-15,-4
754,754,1503523885569,-2,-7,3,-12,-18,-1,0,14
755,755,1503523885575,-2,-33,-9,0,4,1,-10,-5
756,756,1503523885591,-12,-2,2,-4,1,11,4,-4
757,757,1503523885598,-1,-2,0,5,4,13,-3,-9
758,758,1503523885606,1,21,-3,-8,-1,15,-3,-10
759,759,1503523885622,4,13,-1,9,5,3,-2,1
760,760,1503523885628,-6,-18,-2,-3,-3,-7,-1,0
761,761,1503523885629,-13,-4,-1,1,3,3,0,-6
762,762,1503523885635,9,21,8,-1,-3,4,1,5
763,763,1503523885651,-4,-20,-3,4,6,-2,-6,-10
764,764,1503523885658,2,-7,-4,-4,-4,-22,-1,0
765,765,1503523885666,-9,-9,2,6,8,2,14,0
766,766,1503523885681,10,3,0,-4,-4,7,-2,-7
767,767,1503523885690,15,8,-4,-1,0,-1,7,5
768,768,1503523885696,-3,-26,3,0,2,6,-2,5
769,769,1503523885711,-6,-13,-4,3,3,0,-5,-8
770,770,1503523885718,-14,7,-1,-5,-3,2,1,0
771,771,1503523885740,0,-6,4,-3,-2,-1,-4,0
772,772,1503523885741,17,11,2,2,2,3,6,0
773,773,1503523885748,-3,-6,-5,1,-2,6,3,0
774,774,1503523885762,0,2,-1,10,2,4,-3,-2
775,775,1503523885770,7,7,0,1,-1,10,-7,-22
776,776,1503523885778,23,2,-1,-8,-11,-3,-6,-4
777,777,1503523885793,13,7,-4,-4,-2,-8,-3,4
778,778,1503523885801,-26,-3,-5,-5,-1,-3,-2,-4
779,779,1503523885809,-20,-10,-15,-4,-3,0,-6,-10
780,780,1503523885823,-25,-18,2,2,0,-3,-6,-2
