,PC1,PC2,PC3,PC4,PC5
0,15.558631736610588,-3.984019551721981,-7.0342638492227785,12.461384743990706,-2.343038804302182
1,0.6252767363120416,-0.2454130930316906,0.6619870595621167,-0.7786029354799825,0.7831267107927168
2,1.2077093979198754,-1.2600376766133432,-1.610705005496244,0.7762241593773074,0.44013237531423627
3,1.559602346550693,-1.0133472449084584,1.7280445914661287,0.2485571729106221,-0.376134367891137
4,-0.11088629693504151,-0.08864620488326475,2.6747274523909574,0.5737712878956671,0.4858583610800399
5,1.093733623757852,-0.4720417515871231,2.9987679364729685,-0.339750430972886,-0.0729536906136542
6,6.191380621879977,-1.956943146317211,-2.186632950300828,-0.2013447327112113,0.009539946191450254
7,3.7526302091676644,-1.9235685991744884,2.869309429613523,1.3112502876824914,-1.277695121221917
8,0.9059593825091257,-0.5387226569682406,-1.1747077453751116,-1.0071442375174138,-0.4247397095034727
9,1.7708701752531457,-0.7308418636298795,-2.872678655491796,-1.106998476880166,-0.8059863123032258
10,4.280894280066987,-1.7928656936645424,1.555121383073771,1.0065385518123044,1.4698526859996284
11,4.473812194224548,-2.424915075711021,-2.1063804337898286,2.114025120992147,-1.456187027259508
12,-0.12608249667521745,0.08945390066265364,0.1422455595201621,-0.5525545138606819,0.18827168989629725
13,1.1513734370220643,-0.9308218463520365,-2.6281614486286125,0.17185659132982983,1.1536938090750837
14,2.3867998126078467,-1.2987596060516988,-1.697118304079614,-0.4428416695681736,0.04756595538391197
15,4.48360542074134,-1.3237026844383848,-0.06947883654131536,-1.792001716957803,-1.8032866062466884
16,2.968595406506535,-1.8646720126296947,-4.047380119934945,1.1714261071868892,-0.28746871050856926
17,8.976601586543477,-1.4864280901670075,-1.0885204956580954,-0.48652575929556807,1.998793416757732
18,0.5069690846306923,-0.6309296404234452,-2.817214266078702,0.222921967222121,0.6405858026667006
19,7.285474320357299,-1.7748618982595488,3.9775620549510355,0.9278460261980223,0.7362490677023449
20,1.4279262796769758,-0.4216783198376413,1.2233743817742904,-1.0554327106003927,-0.5996020607943076
21,0.9724415376528113,-0.7582175627170311,1.069687178786725,-0.4707901181964521,-0.9210463729863417
22,16.92577546646166,-2.4612730753207868,7.692072852679358,8.614996934319251,0.2945458997388536
23,3.841180136351897,-0.9719249639738592,1.4503496306866368,-2.228616386993795,-0.024360729446064638
24,6.579635824652019,-1.9592775073001532,-2.549581700066199,-0.9854297356006432,-3.7895085191352518
25,4.824105148185027,-1.211884082925433,0.14798382774032498,-0.9913292960462983,0.01667552123363665
26,11.036026703998962,-2.225349447423313,-6.224201721607705,2.3215136838526207,1.234847141007876
27,4.138621748889703,-1.927311184129095,1.0667303498616312,0.1135231378690392,-0.7121969051318028
28,1.3383679784659723,-1.236716929800817,-1.4895212369715425,0.3242227379303154,0.2732369169463111
29,2.734922934734636,-1.6545293456893506,-2.543467492598206,0.24609611083748342,-1.0183937417178375
30,2.638377951787716,-1.1757753300779836,-0.21380724202159893,-1.0708579788289123,-1.4528457125264886
31,2.114714389848917,-0.5429712781879237,0.04383309541396086,-2.103104366786111,-1.1771067072646584
32,0.07249088295534463,-0.49760448380338324,0.7479590756921215,0.25105100632844407,0.13559091410033208
33,8.231134305919152,-1.896092172249375,0.9328021400218313,0.8009636483899414,-3.277982127884603
34,3.6755449077273816,-1.850097807924465,2.3171590778723714,1.8405807206013076,0.3754392840229026
35,3.771327303083899,-1.9357487543091694,4.955826329711517,2.8783874783636505,0.27777418068936804
36,2.1940643372546083,-0.973939655028905,-0.5409798914677023,-0.1644974010752536,1.550420724132929
37,10.135960758337228,-1.049078094301734,1.6536411318662603,-3.150966051182538,0.6476100556787217
38,-1.0007945351193968,0.2693199321042811,-0.6336817042799936,0.12247203333610351,0.05260745286595228
39,0.10637519576281619,-0.28046611556184814,1.8670580946954782,-0.005008961788161922,0.30904336543621164
40,6.43515139172215,-1.259245181841278,-1.0029973331039739,-2.711668066565646,-0.12569398146870528
41,9.137529355281792,-0.8693342585692577,-0.2369419110138951,-5.28940148804983,-2.8033377071995287
42,5.546699241082327,-2.3714205819732617,-2.5155135466334024,1.1020681053894146,-1.0700444828195037
43,13.168765186478971,-1.8023535009766858,-6.816565346204343,0.6293369628856114,-1.0111679240631006
44,0.8823046355423221,-1.0469903680242838,-0.08919105755276441,0.6769740898216188,0.315647127024348
45,3.2653481707418477,-1.798474719755957,1.65979245154372,1.1491165315290437,0.9768497527167626
46,9.478990686450377,-3.3869457868190307,-7.094724812573141,7.183483024003138,0.02482750191235294
47,1.420917286106496,-1.4088534725166082,-1.3820691657415671,1.2932216935810477,-0.23722487526125013
48,8.8246340424636,-0.2636247305496332,5.029431063790109,-3.891008341905197,0.3690586482535818
49,-0.9683200955044016,0.24450747714314655,-1.0191122528257421,0.09155741414280903,0.056157449673005067
50,6.55607946022148,-2.3534054284052583,3.3961632803668595,1.1685476243513078,-3.2242987027948535
51,11.45585266406098,-2.4984043592445415,-4.832564889088505,3.10837194661352,-3.443329602959463
52,3.5418269778352873,-1.5279258997053424,2.9791482536838774,0.3424031706845904,-0.23639077181084014
53,5.740202138786052,-0.7333302285268317,2.5544488479131675,-1.8283585587588862,3.556586291441723
54,1.5839029607527373,-0.9117020774926358,2.3054188344154034,-0.09042511453713477,-0.2573591220715228
55,2.6675734004181395,-1.1138848062566,2.662297614689778,-0.41829768814417234,-0.8904300376788434
56,3.467404645129626,-0.5945276452476912,0.683161602531886,-2.4086273313888324,-0.35595504269589817
57,5.849744465680547,-2.9803739485760405,2.8988989112657175,3.5930756316318484,-2.6990455750342854
58,3.4061818338883043,-1.227407793615548,-2.5101845242328085,-0.5532639343382804,2.0316208124403623
59,0.04265448614562848,-0.6516684525755972,-0.36076205635663167,0.41756945233574927,-0.568288298149648
60,0.56361879695301,-0.6849373728183942,-2.291479905746785,-0.07497163516073746,0.5332376883166711
61,5.570905281826128,-2.2437530924597198,0.7814807658943504,0.4460693435629433,-3.4061080983687333
62,5.335198498678321,-1.660187247898744,3.790008319767817,1.3462674276577713,1.1492051459309613
63,1.0213512811161294,-0.47325758490583963,-1.7826275804922118,-0.3808435358570191,0.9569724585674645
64,0.9555953887559816,-0.4397355293131709,-1.8070669692091312,-1.2194457079063767,-0.9747352605280478
65,2.1750928490096073,-0.6750968938850682,2.3847518564282346,-0.5346739029260453,1.1101037148287625
66,1.5638017185870652,-1.5423411154872515,-1.731615927390875,1.463092404191793,-0.7784475354628044
67,1.9964373157781943,-1.0389963728524634,0.4556823662926532,-0.7590307775462005,-1.019250022762477
68,21.609427599440686,-1.633191155571907,-6.401566932589398,7.475583752548692,6.033673665280712
69,-0.3045019024999223,-0.1253003673580556,-0.6626680923267871,-0.12695628589946345,0.09886859169884746
70,6.337672097762008,-2.740136247094293,4.605680975432798,3.9898045278623475,-1.4298662419212778
71,0.26667981796793605,-0.7806811358695984,0.25067375328521924,0.7690916005723578,-0.557941252659677
72,6.64235943307128,-2.9256483037926686,5.066139685061579,4.218949041781128,-2.167049216789618
73,0.4101473827951867,-0.7309626638709117,-0.4423958498647314,0.2947454712730346,-0.2731184080895026
74,5.865946088629146,-1.7155698779247117,-5.245508295272141,1.4085753975885513,4.059556603716327
75,4.977431978906313,-2.1432161136648555,2.5458965552433077,1.7239317261857536,1.0469981103305828
76,1.0361146379408144,-0.49612360270240097,2.111892185521989,-0.676112808660444,0.02671982615388782
77,5.755143755159177,-1.0815060964055128,2.523703730130361,-0.5727686257064395,2.899778288806768
78,5.427240260769016,-2.2637262396401816,3.4462418183937995,2.535942740833018,1.1973533740099074
79,15.458519248506828,-2.013189274038821,-7.329926744372197,3.409382029511341,3.111080123043129
80,-0.1261756700657993,-0.18714129037114685,1.6843818290392214,0.11155499010923933,0.5364663317019683
81,4.700934029759231,-1.3744994848082375,-0.16498063717494055,-1.7898557987254258,-2.710706378273885
82,0.02761344629411753,-0.3455570035093062,-2.477623409275144,0.10107340866793221,-0.0037838369864696643
83,2.696497067002448,-1.4434020460483081,-2.251588420219684,-0.4751184582417636,-1.494338600210005
84,6.465228194035473,-1.9421102223735442,1.6888760382219088,0.7528926971374524,-1.241150463619755
85,2.8638774428890628,-0.9808376766497878,-0.8735558091167049,-1.276665746526634,1.111376454449403
86,4.445002965265708,-1.2872059095151946,0.76551167002377,0.2009101352511208,1.687444206903074
87,4.213526324940381,-1.5763967622114903,-1.4136353468781901,0.09248977928717303,0.13716818268525507
88,-0.8481456465226803,0.18023650844450378,-0.9851858994929475,-0.09697456580179639,-0.23872652913957448
89,1.8959124459773646,-1.700659711469404,-3.262958289303348,1.9972085259242074,-0.4845024617290878
90,5.985170811998985,-1.5929623695989439,5.558424478925499,0.993956594383517,-0.23317254150681735
91,2.0153742718435455,-1.4520797637132303,-3.146180335464164,1.3114908419879856,0.30028496897304713
92,0.7452875247218638,-0.7736871075034991,1.4010130751810776,0.4384288961146203,0.8564988958015911
93,0.2267726260251581,-0.4855493138590387,0.5823828175316649,-0.033475255578759695,-0.5323056705113429
94,1.731268157707582,-0.9284907051067399,3.070895037543261,0.6377109433492696,1.0576640480548278
95,0.21748062636836596,-0.5728374440488708,-0.8509667135802772,0.08429209446379508,0.03318828918047012
96,-1.0617451636412718,0.3809988781269519,-0.3294091699656158,0.066307788653508,-0.21102588514588966
97,0.6601466683007945,-0.5718864513008358,2.7697112168882394,0.6379135784721194,0.5541909500495629
98,3.1499783466278766,-1.643810245292542,-0.8044954003862523,0.11799164297275645,0.030171476457081434
99,5.203068595765517,-1.8651527366204232,2.545339691021996,0.5150532556172136,-1.70897035060098
100,0.4665847048755219,-0.5693613069136004,1.3090681423163373,0.031738549264086466,0.4741487534253612
101,0.5320207129502128,-0.2607280382640491,1.600401903643824,-0.7846895460237994,-0.5139362053368429
102,6.625752681612066,-3.43122684171649,-3.0662310518662754,4.830845958592911,-2.966595352067139
103,5.392172656173554,-1.0849127158380354,-2.6583418766872278,-3.321372957627967,-0.15548039777516967
