,SampleNumber,TimeStamp,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
891,891,1503614258017,-38,-27,-14,-3,-3,-1,4,31
892,892,1503614258025,12,10,8,-2,-1,0,3,-4
893,893,1503614258039,-11,21,18,3,1,-1,-11,-40
894,894,1503614258047,-12,-3,-9,-4,-4,-2,0,-11
895,895,1503614258054,-13,3,-8,-13,-8,-3,1,-4
896,896,1503614258069,27,-2,-6,2,2,3,4,25
897,897,1503614258077,6,-10,-9,-4,-9,-5,-2,15
898,898,1503614258085,-9,-7,-1,-1,12,2,-8,-23
899,899,1503614258099,38,14,15,8,14,10,5,21
900,900,1503614258107,-33,-2,11,1,-13,-11,2,7
901,901,1503614258114,-16,0,2,6,1,1,-1,-8
902,902,1503614258129,66,-2,-5,1,-2,2,12,44
903,903,1503614258137,-8,-8,-9,-16,-7,-4,-3,-9
904,904,1503614258145,45,22,13,5,5,7,-5,-23
905,905,1503614258159,-25,2,10,3,-1,-3,10,4
906,906,1503614258174,21,-2,-4,0,-1,-1,-7,-16
907,907,1503614258175,4,4,2,-3,-10,-11,-5,-4
908,908,1503614258190,-31,-5,-5,0,14,9,-3,-16
909,909,1503614258197,-25,-36,-28,-19,-6,-5,1,11
910,910,1503614258205,7,-1,-11,-10,-15,-9,-1,2
911,911,1503614258219,53,10,8,11,6,6,6,37
912,912,1503614258227,-38,-16,-11,-6,-9,-6,-11,-36
913,913,1503614258236,42,13,2,2,0,7,19,48
914,914,1503614258250,13,6,6,0,0,3,7,39
915,915,1503614258257,-103,-17,-4,-2,-1,-3,-19,-34
916,916,1503614258273,-1,0,2,-3,-13,-6,3,15
917,917,1503614258279,46,22,12,7,13,5,-4,-26
918,918,1503614258287,-31,4,2,-2,4,-7,-7,-20
919,919,1503614258301,0,-2,2,6,11,17,1,-39
920,920,1503614258309,8,-1,-5,-2,-6,-1,1,-21
921,921,1503614258317,-16,0,0,-1,-17,-17,5,58
922,922,1503614258334,4,-2,-6,-2,-3,-4,3,-17
923,923,1503614258339,-8,-11,-8,0,20,4,-13,-35
924,924,1503614258347,-18,-15,0,-2,-11,-8,-2,11
925,925,1503614258361,57,23,15,6,7,12,4,-37
926,926,1503614258370,-13,6,8,1,10,4,-7,-24
927,927,1503614258377,0,5,-4,-7,-19,-23,-11,-39
928,928,1503614258392,27,-4,0,6,49,24,8,5
929,929,1503614258401,16,-6,-3,-5,-4,-8,-2,22
930,930,1503614258408,117,27,7,9,-9,12,16,28
931,931,1503614258421,-68,-28,-23,-5,-8,-3,-1,-24
932,932,1503614258429,-15,9,5,-2,-9,-5,1,26
933,933,1503614258437,11,4,4,-2,-46,-17,-4,5
934,934,1503614258452,-82,-20,-6,5,45,29,-3,-26
935,935,1503614258459,-85,-31,-16,-10,-3,-3,-4,-32
936,936,1503614258469,-26,1,16,-3,-30,-26,-10,21
937,937,1503614258481,126,8,4,6,11,9,5,34
938,938,1503614258489,14,18,5,3,-8,-11,-8,-34
939,939,1503614258497,-9,5,7,3,8,3,6,43
940,940,1503614258512,8,-14,-13,-5,12,6,6,18
941,941,1503614258520,-5,-5,-1,-4,4,-13,0,-4
942,942,1503614258527,-17,-1,-5,-3,-12,-2,-3,-6
943,943,1503614258542,25,11,3,4,15,13,2,18
944,944,1503614258549,-25,-10,-9,-4,-21,-16,-6,-8
945,945,1503614258557,9,-1,-2,1,1,11,1,-18
946,946,1503614258573,-23,-1,-2,-6,-5,0,-4,-26
947,947,1503614258580,31,21,11,0,-15,-8,7,58
948,948,1503614258587,22,-5,-8,-3,-7,-1,1,11
949,949,1503614258604,11,13,12,4,1,0,0,20
950,950,1503614258605,-25,-2,0,-4,-6,-8,-8,-50
951,951,1503614258610,-68,-20,-7,-1,5,-3,-13,-8
952,952,1503614258617,26,8,13,10,11,9,-2,-14
953,953,1503614258632,-56,-14,-9,-7,-8,-6,-12,-34
954,954,1503614258640,49,7,-2,-1,1,0,3,68
955,955,1503614258647,15,5,-3,-3,-6,-10,1,-3
956,956,1503614258661,3,10,6,3,5,-4,-5,-9
957,957,1503614258670,24,-5,-3,3,-1,2,18,74
958,958,1503614258678,-34,1,-3,-4,5,6,-8,-70
959,959,1503614258693,29,7,6,3,0,-3,-3,-17
960,960,1503614258699,-83,-18,-12,-3,-6,-9,0,-15
961,961,1503614258708,6,-4,-3,-1,-3,-2,-2,-10
962,962,1503614258721,9,16,9,3,5,2,-2,-11
963,963,1503614258729,36,5,-5,-4,-3,-9,-1,14
964,964,1503614258737,-8,-2,-3,-1,9,11,5,29
1124,1124,1503614260326,13,7,-1,3,0,2,4,24
1125,1125,1503614260334,-6,11,5,4,0,-2,-2,-5
1126,1126,1503614260342,-8,0,8,6,2,0,-2,-10
1127,1127,1503614260357,4,5,1,13,9,3,2,-1
1128,1128,1503614260363,-8,-3,-4,0,-4,-1,1,-14
1129,1129,1503614260372,-6,-1,1,-6,-3,-2,1,-9
1130,1130,1503614260386,0,5,7,-1,-6,1,-2,0
1131,1131,1503614260394,-4,-7,-5,-4,1,0,-3,-5
1132,1132,1503614260402,8,17,12,-1,1,-1,1,-1
