,SampleNumber,TimeStamp,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
937,937,1503956938984,12,39,8,8,1,1,1,24
938,938,1503956938991,3,-3,-6,-3,0,0,0,-8
939,939,1503956939009,-4,-12,-3,-2,-1,-5,-8,-13
940,940,1503956939013,8,10,2,-2,0,0,-7,-2
941,941,1503956939024,-6,-5,-1,0,-3,-4,-3,-5
942,942,1503956939035,16,1,-2,-2,-2,1,2,2
943,943,1503956939046,-14,3,2,0,-1,3,2,-2
944,944,1503956939047,-5,-5,-2,-1,1,0,-1,-5
945,945,1503956939052,7,1,1,1,-1,2,3,4
946,946,1503956939053,-8,-1,0,-1,0,0,2,-3
947,947,1503956939070,-3,0,-1,1,2,2,2,-1
948,948,1503956939072,3,3,3,2,1,1,1,-1
949,949,1503956939086,-6,-1,-2,-1,-2,3,3,-5
950,950,1503956939096,-6,-8,-2,0,-2,-4,-3,-7
951,951,1503956939103,-8,-10,-4,-6,-4,-5,-4,12
952,952,1503956939114,-2,3,1,1,2,0,2,-6
953,953,1503956939126,0,-25,-7,-5,-6,-2,-1,-3
954,954,1503956939132,-8,-1,2,2,0,-3,-4,-3
955,955,1503956939146,-19,-11,-5,-4,-1,0,1,-4
956,956,1503956939156,11,10,3,4,0,3,2,8
957,957,1503956939162,5,4,3,1,0,1,-2,-6
958,958,1503956939170,3,4,1,-2,-1,4,-2,-3
959,959,1503956939189,-3,8,0,5,2,-7,1,-1
960,960,1503956939197,-8,-6,-1,-1,-2,3,-2,-4
961,961,1503956939202,-5,4,0,-2,-1,3,2,5
962,962,1503956939220,-2,-4,-1,2,-4,-10,-9,-9
963,963,1503956939223,5,5,5,0,1,2,-3,-7
964,964,1503956939231,-10,-6,-2,-4,-2,0,2,3
965,965,1503956939249,-11,-2,-7,0,1,2,2,2
966,966,1503956939254,-4,-13,2,2,-1,2,1,-5
967,967,1503956939255,4,3,-2,-1,-1,-4,3,8
968,968,1503956939261,-8,-22,-11,-6,-5,-4,-3,-9
969,969,1503956939283,7,16,2,0,-1,0,3,19
970,970,1503956939284,0,-1,-1,-1,-3,-4,-1,-2
971,971,1503956939285,10,12,10,2,2,1,-1,0
972,972,1503956939291,-10,-2,0,-3,2,-3,-1,1
973,973,1503956939305,0,2,2,1,2,1,-1,-3
974,974,1503956939315,-2,-5,-4,-2,-2,-5,-4,-13
975,975,1503956939325,7,1,-1,1,2,6,3,11
976,976,1503956939326,-2,3,3,-1,-2,-1,-7,-5
977,977,1503956939334,-9,-16,0,-3,-3,1,1,3
978,978,1503956939347,12,26,-5,6,1,-2,0,1
979,979,1503956939348,19,14,3,3,0,-1,1,0
980,980,1503956939354,-7,-7,-3,-5,-4,-3,-6,-17
981,981,1503956939365,7,8,4,2,0,0,1,-9
982,982,1503956939372,2,2,-4,-2,-3,-1,1,5
983,983,1503956939382,-2,-2,1,5,3,-1,-5,-5
984,984,1503956939395,2,4,0,-2,-1,0,1,5
985,985,1503956939402,-12,-3,1,5,4,0,-2,-14
986,986,1503956939415,6,3,0,4,3,3,4,20
987,987,1503956939426,-12,-10,-6,-5,-3,-2,2,12
988,988,1503956939432,0,-12,-4,-3,-1,-2,0,0
989,989,1503956939447,0,10,8,1,1,2,3,-1
990,990,1503956939456,6,1,2,0,0,0,0,-4
991,991,1503956939463,1,-4,-5,-5,-4,-2,2,5
992,992,1503956939470,-1,2,0,1,1,0,-2,-9
993,993,1503956939487,3,2,-2,-2,-2,-1,1,7
994,994,1503956939493,3,3,-2,-1,-1,-2,-2,0
995,995,1503956939501,-23,3,1,-3,-2,-1,-2,-3
996,996,1503956939521,2,6,-1,1,1,-2,-5,15
997,997,1503956939527,-4,-9,-7,-4,-4,-6,-21,-15
998,998,1503956939530,-10,3,-1,0,-1,-2,0,-7
999,999,1503956939549,8,-3,-1,-1,-2,0,2,8
1000,1000,1503956939556,1,0,0,-1,0,0,-1,-13
1001,1001,1503956939560,5,4,4,-2,-2,-2,2,-2
1931,1931,1503956948650,5,-4,1,-3,0,-1,1,-4
1932,1932,1503956948656,4,2,1,0,-1,0,-1,3
1933,1933,1503956948665,-8,-2,0,0,-1,1,-2,1
1934,1934,1503956948679,3,0,-2,-1,-1,-1,-1,0
1935,1935,1503956948687,3,11,3,2,1,1,3,-1
1936,1936,1503956948694,-11,-15,-3,-2,-2,-2,1,-2
1937,1937,1503956948722,3,-2,-4,1,1,2,2,4
1938,1938,1503956948724,-1,-10,-6,-2,-3,-1,-2,-4
1939,1939,1503956948739,-5,1,1,3,2,0,-3,-8
1940,1940,1503956948747,-4,-3,-1,0,0,-2,-4,-1
1941,1941,1503956948758,-4,-3,-1,-4,-1,-1,-2,-1
1942,1942,1503956948769,-4,-1,-2,-2,0,1,1,2
1943,1943,1503956948776,9,7,1,1,0,-2,0,2
1944,1944,1503956948784,-7,-4,0,0,-1,-3,1,-4
1945,1945,1503956948799,-13,-5,-3,-4,-4,-2,0,-1
1946,1946,1503956948808,16,-3,-2,2,1,3,2,3
1947,1947,1503956948814,6,6,0,1,-3,-4,-4,-5
1948,1948,1503956948815,11,7,-1,-2,-2,-3,-1,-2
1949,1949,1503956948829,-10,-2,-1,-2,-3,-11,-12,-8
1950,1950,1503956948836,8,1,0,-1,2,-2,-1,7
1951,1951,1503956948844,1,-1,-2,-2,1,2,2,-1
1952,1952,1503956948859,-7,1,-1,0,0,0,-2,-1
1953,1953,1503956948867,-12,-1,0,0,-1,2,4,1
1954,1954,1503956948877,2,2,0,1,2,0,0,-5
1955,1955,1503956948889,1,0,0,-2,0,1,6,-1
1956,1956,1503956948896,8,-4,-1,-1,-2,0,-3,8
1957,1957,1503956948904,-3,0,-1,-1,1,1,-1,-1
1958,1958,1503956948919,5,0,-2,-2,-2,-4,-1,2
1959,1959,1503956948927,1,-10,-3,-4,-3,0,-2,-2
1960,1960,1503956948934,-6,5,5,-1,-3,0,3,-5
1961,1961,1503956948949,-14,9,-4,1,-3,-3,-7,-12
1962,1962,1503956948956,-5,-7,-6,-2,-1,0,-1,0
1963,1963,1503956948964,-9,-15,-1,-2,0,-2,-2,1
