,SampleNumber,TimeStamp,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
974,974,1503702820346,12,12,-2,-4,-5,-4,-5,1
975,975,1503702820353,15,-1,-6,3,0,-1,2,12
976,976,1503702820360,4,2,3,0,2,-1,4,8
977,977,1503702820375,0,-1,4,1,0,1,3,2
978,978,1503702820382,-2,5,0,2,-4,0,3,0
979,979,1503702820390,7,5,-1,1,-3,-3,3,7
980,980,1503702820407,5,0,-5,-1,0,4,6,-10
981,981,1503702820413,7,-10,-10,-5,-5,-3,-6,-5
982,982,1503702820420,4,1,0,0,6,0,-1,5
983,983,1503702820438,-12,-5,-5,-3,-7,-7,0,0
984,984,1503702820442,10,-1,-2,-1,6,-1,-3,8
985,985,1503702820443,-11,-6,-2,-1,-5,0,1,-7
986,986,1503702820450,-13,12,2,0,4,5,-3,-9
987,987,1503702820465,-21,-4,2,1,13,-1,-5,0
988,988,1503702820475,-3,-5,-3,1,7,1,1,6
989,989,1503702820480,6,0,-4,-2,-3,-3,-7,-11
990,990,1503702820495,-6,2,4,-3,-8,-1,-1,4
991,991,1503702820496,11,-1,-4,2,19,-3,-1,-1
992,992,1503702820502,7,2,0,-2,-6,-1,1,6
993,993,1503702820503,-16,3,7,1,-2,1,4,5
994,994,1503702820510,4,7,10,1,-4,1,1,0
995,995,1503702820525,20,4,-3,1,2,1,12,34
996,996,1503702820541,8,5,2,1,-1,-2,-2,-4
997,997,1503702820556,-18,-23,-10,-6,-10,-5,-12,-7
998,998,1503702820563,7,-2,-1,-1,-11,-2,-3,-2
999,999,1503702820571,-1,7,4,-1,-8,0,6,1
1000,1000,1503702820585,9,-1,-4,-4,-2,-4,-8,-14
1001,1001,1503702820593,-20,-8,-1,-1,-1,-7,2,-2
1002,1002,1503702820604,1,1,-1,1,13,0,0,-1
1003,1003,1503702820615,10,3,-3,-3,-3,3,2,0
1004,1004,1503702820622,10,6,-5,1,0,-3,1,0
1005,1005,1503702820632,-17,0,3,2,2,2,1,-2
1006,1006,1503702820633,10,3,-2,-3,-2,-2,0,6
1007,1007,1503702820645,-3,-6,1,-1,0,2,-5,-7
1008,1008,1503702820653,-10,6,-5,-5,4,3,4,6
1009,1009,1503702820660,-7,-8,2,1,4,1,10,-3
1010,1010,1503702820675,-19,-5,-1,-2,-3,-1,0,10
1011,1011,1503702820682,-14,-3,-1,2,3,9,6,-25
1012,1012,1503702820690,17,2,3,2,2,-1,-7,1
1013,1013,1503702820705,-8,7,5,0,-3,0,0,-10
1014,1014,1503702820713,8,-1,-6,-4,-5,-4,-2,-2
1015,1015,1503702820720,6,-4,0,-2,-2,-6,-3,8
1016,1016,1503702820735,2,-3,-3,-4,1,-1,1,10
1017,1017,1503702820750,-4,-1,-3,-3,-2,-3,-4,-10
1018,1018,1503702820751,7,-2,-1,0,-4,-4,1,6
1019,1019,1503702820767,-1,-5,-4,0,-4,-2,-3,10
1020,1020,1503702820773,-20,-4,-2,0,1,-1,-4,-8
1021,1021,1503702820780,18,-1,-3,-4,-2,-5,6,20
1022,1022,1503702820795,-14,-14,-6,-4,-1,-3,-22,-30
1023,1023,1503702820803,-2,9,-2,-1,-1,2,-14,5
1024,1024,1503702820811,5,1,-3,-1,0,-1,-4,-49
1025,1025,1503702820825,-41,-2,8,1,-1,1,-10,-6
1026,1026,1503702820835,-9,0,2,3,3,1,6,14
1027,1027,1503702820840,19,-1,-2,-4,0,4,5,4
1028,1028,1503702820855,-13,-1,-4,-3,0,2,4,0
1029,1029,1503702820862,-2,-6,-2,4,1,0,-9,-3
1030,1030,1503702820870,23,-11,12,0,-3,-6,-3,6
1031,1031,1503702820885,-32,-2,-2,0,-3,-4,12,-6
1032,1032,1503702820893,3,8,-6,-2,2,6,7,0
