,SampleNumber,TimeStamp,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
971,971,1503614538748,-7,-8,-5,-4,-1,-2,-1,-8
972,972,1503614538762,3,5,-6,-3,0,1,-1,8
973,973,1503614538763,3,-5,-5,-3,-2,-2,-1,3
974,974,1503614538770,0,10,10,2,-1,-2,1,-4
975,975,1503614538777,-3,-2,-3,-5,-2,-1,-1,-2
976,976,1503614538794,-2,2,0,0,0,1,-1,-3
977,977,1503614538800,2,-5,-1,2,0,0,-1,-3
978,978,1503614538808,2,4,-2,-2,-1,0,2,2
979,979,1503614538823,-2,-6,-4,1,0,-1,-1,-5
980,980,1503614538830,0,-1,0,-2,-3,-1,0,1
981,981,1503614538837,-2,-4,-10,-6,-4,-3,-4,-4
982,982,1503614538853,-2,0,4,3,3,-2,-5,-2
983,983,1503614538860,1,1,3,-1,-2,0,1,1
984,984,1503614538875,0,-6,-8,-3,-1,0,1,0
985,985,1503614538882,-4,-6,-1,1,-1,-4,0,2
986,986,1503614538891,5,14,8,0,1,2,-4,-10
987,987,1503614538897,-2,3,5,3,2,5,0,6
988,988,1503614538913,0,3,3,1,1,-2,-3,-3
989,989,1503614538928,-5,-2,-4,-2,0,-3,-3,-3
990,990,1503614538935,-1,-5,-4,-1,-3,-1,0,4
991,991,1503614538942,1,-1,-2,3,3,2,0,9
992,992,1503614538953,0,-6,-7,-3,-2,-3,1,3
993,993,1503614538957,-1,-4,0,1,-1,-3,-1,1
994,994,1503614538958,-4,-3,-1,-3,-3,-2,-2,-5
995,995,1503614538973,7,16,10,6,0,3,5,11
996,996,1503614538980,-11,-7,-4,-5,-2,-2,-2,-13
997,997,1503614538996,-7,-5,-6,-5,-4,-1,-9,-31
998,998,1503614539002,-4,-5,-3,-4,-2,0,-5,-13
999,999,1503614539010,2,-8,-7,-1,0,-4,1,18
1000,1000,1503614539020,2,7,10,0,-2,-1,0,1
1001,1001,1503614539033,-2,-9,-2,1,1,1,-1,1
1002,1002,1503614539040,4,-6,-9,-6,-2,-1,2,5
1003,1003,1503614539055,0,-5,-5,-4,-3,-2,0,3
1004,1004,1503614539063,8,-2,1,1,2,2,3,4
1005,1005,1503614539070,-4,-4,-3,-4,-3,-2,0,-1
1006,1006,1503614539078,2,23,16,5,3,1,-1,-2
1007,1007,1503614539093,1,1,2,2,1,0,2,4
1008,1008,1503614539100,-2,-14,-13,-2,-1,-2,-3,-2
1009,1009,1503614539116,-4,4,4,-1,-1,-4,-11,-15
1010,1010,1503614539123,-1,7,-6,-5,-5,-3,-7,-16
