SampleNumber,TimeStamp,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,STD_DEV,MEAN,MIN,MAX,RMS,FFT1,FFT2,FFT3,FFT4,FFT5,FFT6,FFT7,FFT8,AMP_FFT1,AMP_FFT2,AMP_FFT3,AMP_FFT4,AMP_FFT5,AMP_FFT6,AMP_FFT7,AMP_FFT8
0,1.5036E+12,-2,-4,-1,0,-1,-1,0,-2,1.302470181,-1.375,-4,0,1.837117307,-11+0j,-4.535533905932738+1.7071067811865472j,-2+3j,2.5355339059327378-0.29289321881345276j,3+0j,2.5355339059327378+0.29289321881345276j,-2-3j,-4.535533905932738-1.7071067811865472j,121,23.48528137,13,6.514718626,9,6.514718626,13,23.48528137
1,1.5036E+12,0,1,1,1,-6,-2,1,0,2.449489743,-0.5,-6,1,2.34520788,-4+0j,7.414213562373096-2.82842712474619j,-8+2j,4.585786437626904-2.82842712474619j,-4+0j,4.585786437626904+2.82842712474619j,-8-2j,7.414213562373096+2.82842712474619j,16,62.97056275,68,29.02943725,16,29.02943725,68,62.97056275
2,1.5036E+12,0,-1,-1,-2,-2,-1,0,-1,0.755928946,-1,-2,0,1.224744871,-8+0j,2.7071067811865475+1.7071067811865475j,-1-1j,1.2928932188134525-0.2928932188134524j,2+0j,1.2928932188134525+0.2928932188134524j,-1+1j,2.7071067811865475-1.7071067811865475j,64,10.24264069,2,1.757359313,4,1.757359313,2,10.24264069
3,1.5036E+12,-2,0,-1,-2,3,2,-1,-1,1.832250763,-0.25,-2,3,1.732050808,-2+0j,-5.707106781186548+2.1213203435596424j,3-5j,-4.292893218813452+2.1213203435596424j,0j,-4.292893218813452-2.1213203435596424j,3+5j,-5.707106781186548-2.1213203435596424j,4,37.07106781,34,22.92893219,0,22.92893219,34,37.07106781
4,1.5036E+12,-1,-1,0,-2,6,-1,0,-1,2.507132682,0,-2,6,2.34520788,0j,-6.292893218813452+0.7071067811865476j,5-1j,-7.707106781186548+0.7071067811865476j,10+0j,-7.707106781186548-0.7071067811865476j,5+1j,-6.292893218813452-0.7071067811865476j,0,40.10050506,26,59.89949494,100,59.89949494,26,40.10050506
5,1.5036E+12,-5,-3,-3,-2,-5,-1,-1,1,2.065879266,-2.375,-5,1,3.061862178,-19+0j,0.7071067811865472+5.535533905932738j,-6+3j,-0.7071067811865472+1.5355339059327378j,-9+0j,-0.7071067811865472-1.5355339059327378j,-6-3j,0.7071067811865472-5.535533905932738j,361,31.14213562,45,2.857864376,81,2.857864376,45,31.14213562
6,1.5036E+12,0,1,-1,-3,-9,-1,0,2,3.420004177,-1.375,-9,2,3.482097069,-11+0j,13.949747468305834+3.121320343559643j,-8-1j,4.050252531694167+1.1213203435596428j,-9+0j,4.050252531694167-1.1213203435596428j,-8+1j,13.949747468305834-3.121320343559643j,121,204.3380951,65,17.66190488,81,17.66190488,65,204.3380951
7,1.5036E+12,-3,-1,-2,-1,1,-1,-4,-6,2.167124494,-2.125,-6,1,2.936835031,-17+0j,-7.535533905932738-5.535533905932738j,4-5j,-0.4644660940672627-1.5355339059327378j,1+0j,-0.4644660940672627+1.5355339059327378j,4+5j,-7.535533905932738+5.535533905932738j,289,87.42640687,41,2.573593129,1,2.573593129,41,87.42640687
8,1.5036E+12,-5,-1,-2,-1,-2,0,0,-1,1.603567451,-1.5,-5,0,2.121320344,-12+0j,-3.7071067811865475+2.7071067811865475j,-5-1j,-2.2928932188134525-1.2928932188134525j,-6+0j,-2.2928932188134525+1.2928932188134525j,-5+1j,-3.7071067811865475-2.7071067811865475j,144,21.07106781,26,6.928932188,36,6.928932188,26,21.07106781
9,1.5036E+12,5,4,3,1,2,1,-2,-6,3.545621042,1,-6,5,3.464101615,8+0j,0.17157287525381104-12.071067811865476j,6-10j,5.828427124746189-2.0710678118654755j,8+0j,5.828427124746189+2.0710678118654755j,6+10j,0.17157287525381104+12.071067811865476j,64,145.7401154,136,38.25988463,64,38.25988463,136,145.7401154
