,SampleNumber,TimeStamp,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
954,954,1503617774295,0,-6,-1,-8,-26,-8,-9,-7
955,955,1503617774309,3,-3,-15,-5,8,-3,-3,-1
956,956,1503617774319,12,14,9,4,9,8,12,12
957,957,1503617774331,0,0,-3,-3,-3,-8,-7,-1
958,958,1503617774339,20,-3,-3,2,9,4,2,-2
959,959,1503617774355,2,-10,-6,-2,-1,-3,4,4
960,960,1503617774356,-9,-4,-6,-2,0,-5,1,5
961,961,1503617774369,-3,29,29,4,4,1,1,-3
962,962,1503617774377,-1,-5,-8,1,-2,4,8,4
963,963,1503617774385,3,-4,-1,0,-6,2,-2,0
964,964,1503617774400,31,18,8,5,4,-2,-3,18
965,965,1503617774406,12,-8,-13,-10,-13,-10,-5,-2
966,966,1503617774415,-10,7,6,3,-5,7,-4,15
967,967,1503617774429,-5,6,8,5,-5,-4,-3,-6
968,968,1503617774447,-12,2,-1,1,7,2,-6,-5
969,969,1503617774462,-2,-4,-1,2,22,1,2,-6
970,970,1503617774467,-33,-18,-9,-3,9,-4,-3,-7
971,971,1503617774478,1,24,11,-3,-3,3,-2,-3
972,972,1503617774489,14,9,6,3,0,-3,2,7
973,973,1503617774498,-16,-20,-7,-8,-6,-7,-11,-13
974,974,1503617774504,7,0,9,1,10,1,7,13
975,975,1503617774505,0,-12,-8,-3,-27,-2,2,-5
976,976,1503617774520,7,-3,-4,0,-14,-3,-1,10
977,977,1503617774526,2,-6,-2,-6,-11,4,-8,-1
978,978,1503617774535,-39,-15,-6,1,-1,-8,-1,-7
979,979,1503617774593,-2,-3,-6,4,11,-5,-1,4
980,980,1503617774597,7,-4,0,-5,-7,4,-6,-10
981,981,1503617774609,0,-2,-9,-3,-12,-7,-2,-2
982,982,1503617774618,21,8,1,8,27,4,-1,-7
983,983,1503617774625,9,-5,2,-3,2,-3,0,-5
984,984,1503617774639,12,1,-2,-4,-4,-1,-1,-5
985,985,1503617774646,0,-4,-1,2,-9,-7,-2,8
986,986,1503617774656,-12,-17,-14,-8,-8,8,10,-1
987,987,1503617774669,12,9,19,8,8,2,-3,-21
988,988,1503617774677,20,-4,-8,0,-5,-2,-1,3
989,989,1503617774685,-5,0,-5,-4,-19,-11,-9,37
990,990,1503617774700,-3,-11,-6,-7,5,3,5,51
991,991,1503617774706,-36,-3,-2,-5,-10,2,-2,-22
992,992,1503617774714,-11,5,-1,-2,-15,-13,-5,-20
993,993,1503617774729,-8,-17,-6,-2,8,15,-1,-32
994,994,1503617774737,15,26,3,-2,2,-3,4,15
995,995,1503617774745,-21,-12,-15,-3,3,-1,4,-14
996,996,1503617774760,-10,-21,-2,2,-2,-2,-2,-17
997,997,1503617774766,16,10,3,-2,4,3,10,41
998,998,1503617774775,-19,-5,3,2,1,-1,0,-2
999,999,1503617774793,12,8,0,2,2,-1,-11,-33
1000,1000,1503617774797,-10,-4,0,3,9,-1,-2,-75
1001,1001,1503617774804,16,-6,-3,-5,-4,1,-4,35
1002,1002,1503617774819,-19,-47,-17,-7,1,-6,-14,-33
1003,1003,1503617774827,-23,-9,-7,-2,13,0,-1,31
1004,1004,1503617774835,-2,-5,-12,-4,-1,4,8,20
1005,1005,1503617774849,1,-2,17,3,-6,-3,0,-6
1006,1006,1503617774860,9,13,17,6,6,3,6,23
