SampleNumber,TimeStamp,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,STD_DEV,MEAN,MIN,MAX,RMS,FFT1,FFT2,FFT3,FFT4,FFT5,FFT6,FFT7,FFT8,AMP_FFT1,AMP_FFT2,AMP_FFT3,AMP_FFT4,AMP_FFT5,AMP_FFT6,AMP_FFT7,AMP_FFT8
0,1.50369E+12,0,0,1,-1,-2,0,-2,-2,1.164964745,-0.75,-2,1,1.322875656,-6+0j,1.2928932188134525-3.7071067811865475j,-1-3j,2.7071067811865475+2.2928932188134525j,0j,2.7071067811865475-2.2928932188134525j,-1+3j,1.2928932188134525+3.7071067811865475j,36,15.41421356,10,12.58578644,0,12.58578644,10,15.41421356
1,1.50369E+12,-1,-2,-3,-1,2,0,-2,-1,1.511857892,-1,-3,2,1.732050808,-8+0j,-4.414213562373095+2.414213562373095j,6-0j,-1.5857864376269049+0.4142135623730949j,0j,-1.5857864376269049-0.4142135623730949j,6+0j,-4.414213562373095-2.414213562373095j,64,25.3137085,36,2.686291501,0,2.686291501,36,25.3137085
2,1.50369E+12,1,0,0,-3,-1,-2,0,0,1.302470181,-0.625,-3,1,1.369306394,-5+0j,5.535533905932738+0.7071067811865479j,-1j,-1.5355339059327378+0.7071067811865479j,5+0j,-1.5355339059327378-0.7071067811865479j,1j,5.535533905932738-0.7071067811865479j,25,31.14213562,1,2.857864376,25,2.857864376,1,31.14213562
3,1.50369E+12,-3,0,0,-1,-1,-2,-1,1,1.246423455,-0.875,-3,1,1.457737974,-7+0j,0.8284271247461898-0.9999999999999998j,-3+2j,-4.82842712474619+1.0000000000000002j,-3+0j,-4.82842712474619-1.0000000000000002j,-3-2j,0.8284271247461898+0.9999999999999998j,49,1.686291501,13,24.3137085,9,24.3137085,13,1.686291501
4,1.50369E+12,0,-5,-3,1,0,-1,-2,-3,1.995530721,-1.625,-5,1,2.474873734,-13+0j,-5.65685424949238+0.9999999999999996j,5+4j,5.65685424949238-1.0000000000000004j,3+0j,5.65685424949238+1.0000000000000004j,5-4j,-5.65685424949238-0.9999999999999996j,169,33,41,33,9,33,41,33
5,1.50369E+12,-1,-4,-1,0,-2,-1,1,0,1.511857892,-1,-4,1,1.732050808,-8+0j,-1.1213203435596428+4.121320343559642j,-3+5j,3.121320343559643+0.12132034355964239j,2+0j,3.121320343559643-0.12132034355964239j,-3-5j,-1.1213203435596428-4.121320343559642j,64,18.24264069,34,9.757359313,4,9.757359313,34,18.24264069
6,1.50369E+12,0,-2,-1,0,-2,-1,-2,-2,0.88640526,-1.25,-2,0,1.5,-10+0j,-0.12132034355964239-1.7071067811865477j,1+1j,4.121320343559642+0.2928932188134523j,0j,4.121320343559642-0.2928932188134523j,1-1j,-0.12132034355964239+1.7071067811865477j,100,2.928932188,2,17.07106781,0,17.07106781,2,2.928932188
7,1.50369E+12,0,-1,0,0,1,-1,0,-1,0.707106781,-0.25,-1,1,0.707106781,-2+0j,-1.7071067811865475-0.7071067811865476j,1+1j,-0.29289321881345254-0.7071067811865476j,4+0j,-0.29289321881345254+0.7071067811865476j,1-1j,-1.7071067811865475+0.7071067811865476j,4,3.414213562,2,0.585786438,16,0.585786438,2,3.414213562
8,1.50369E+12,-1,1,-1,-2,0,-1,1,-1,1.069044968,-0.5,-2,1,1.118033989,-4+0j,1.1213203435596428+1.2928932188134525j,-1-3j,-3.121320343559643-2.7071067811865475j,2+0j,-3.121320343559643+2.7071067811865475j,-1+3j,1.1213203435596428-1.2928932188134525j,16,2.928932188,10,17.07106781,4,17.07106781,10,2.928932188
9,1.50369E+12,-1,-4,0,-1,-3,0,0,1,1.690308509,-1,-4,1,1.870828693,-8+0j,0.5857864376269046+4.242640687119285j,-4+4j,3.4142135623730954+4.242640687119285j,0j,3.4142135623730954-4.242640687119285j,-4-4j,0.5857864376269046-4.242640687119285j,64,18.34314575,32,29.65685425,0,29.65685425,32,18.34314575
