,SampleNumber,TimeStamp,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
1051,1051,1503685378815,7,1,3,2,2,3,3,12
1052,1052,1503685378830,-6,-7,-4,-3,-4,-3,-2,-3
1053,1053,1503685378837,4,-3,-1,0,-2,1,3,6
1054,1054,1503685378845,-7,-7,-3,-1,-1,1,-2,-11
1055,1055,1503685378860,-21,-8,6,0,-3,-1,2,-8
1056,1056,1503685378867,13,6,7,3,1,1,2,2
1057,1057,1503685378876,2,1,-1,-1,1,-2,-3,-5
1058,1058,1503685378890,-9,-8,0,0,2,1,1,11
1059,1059,1503685378898,-2,-4,-1,4,7,1,-2,7
1060,1060,1503685378905,-13,-5,-7,-7,-6,-4,-1,-2
1061,1061,1503685378920,-1,-5,-10,-3,-8,-3,3,-6
1062,1062,1503685378927,14,10,4,0,-4,-3,-5,-2
1063,1063,1503685378935,0,-10,-9,-3,-2,0,3,4
1064,1064,1503685378950,4,-8,-19,-14,-8,-2,4,0
1065,1065,1503685378959,-3,8,5,6,5,3,2,-5
1066,1066,1503685378965,6,-3,-4,1,4,0,-7,4
1067,1067,1503685378980,-5,-11,-6,-3,-1,-2,-6,-12
1068,1068,1503685378987,-1,1,-1,-1,0,-2,1,5
1069,1069,1503685378996,5,9,-2,-3,-5,-4,-2,1
1070,1070,1503685379010,12,2,4,4,4,0,-1,-4
1071,1071,1503685379018,-7,-26,-17,-6,-4,-1,1,5
1072,1072,1503685379025,-5,-1,-3,1,2,0,-2,-4
1073,1073,1503685379040,0,-1,-8,-5,-3,-2,-1,3
1074,1074,1503685379047,4,3,2,0,-3,1,-1,-1
1075,1075,1503685379058,6,13,8,2,-1,-2,-2,-1
1076,1076,1503685379070,-2,5,2,2,-1,-2,-1,-5
1077,1077,1503685379078,1,3,5,0,-4,0,-2,-1
1078,1078,1503685379092,-6,-5,-2,0,0,0,4,0
1079,1079,1503685379100,8,5,5,-7,-12,-2,3,6
1080,1080,1503685379107,-12,-6,-4,-2,-1,-1,-4,-11
1081,1081,1503685379124,-9,2,3,1,6,7,-11,-14
1082,1082,1503685379130,-9,-3,0,0,0,-3,-7,-13
1083,1083,1503685379138,-8,0,-1,1,-1,1,4,-6
1084,1084,1503685379151,8,4,2,5,6,8,4,17
1085,1085,1503685379160,-2,-2,2,10,12,4,1,5
1086,1086,1503685379167,8,3,-2,-4,-3,-4,0,3
1087,1087,1503685379182,12,17,10,1,-2,-1,2,4
1088,1088,1503685379192,-10,-24,-12,-3,-1,-1,1,1
1089,1089,1503685379198,-11,-2,1,0,0,-5,-4,-8
1090,1090,1503685379212,11,12,10,1,-2,-2,-1,-5
1091,1091,1503685379220,2,13,30,8,2,-2,1,-10
1092,1092,1503685379228,2,4,2,0,-1,1,-3,-1
1093,1093,1503685379242,3,-1,-12,-6,-5,-3,-1,6
1094,1094,1503685379250,-14,-2,0,-2,-3,-2,1,-2
1095,1095,1503685379259,12,-4,-7,-2,0,-3,0,9
1096,1096,1503685379272,5,-1,1,3,1,0,0,11
1097,1097,1503685379280,9,-3,-7,-3,-6,-3,-3,-1
1098,1098,1503685379287,4,4,2,2,1,-2,-2,-5
1099,1099,1503685379302,-2,-9,-12,-6,-3,-1,-1,1
1100,1100,1503685379310,-2,3,0,1,1,1,-1,1
1101,1101,1503685379318,-1,-15,-19,-8,-3,-4,-4,-12
1102,1102,1503685379332,4,-3,-3,-1,-2,0,1,3
1103,1103,1503685379340,-6,-8,7,4,5,4,3,2
1104,1104,1503685379347,-3,-3,2,-2,-4,-1,1,-4
1105,1105,1503685379363,-18,-7,-6,-5,-4,-3,-4,-5
1106,1106,1503685379370,-4,0,-1,-1,-4,-1,-5,-3
1107,1107,1503685379378,3,7,4,3,2,-2,1,2
1108,1108,1503685379393,6,3,-1,-1,9,0,-1,0
1109,1109,1503685379401,5,4,7,5,4,7,-3,5
1110,1110,1503685379407,-15,-5,-2,-10,-14,-6,6,-1
1111,1111,1503685379422,-4,0,3,13,19,16,-5,10
1112,1112,1503685379430,3,0,0,3,6,14,-5,10
1113,1113,1503685379438,-15,-4,-4,-6,-10,-14,-1,-8
1114,1114,1503685379467,-10,0,2,1,-1,0,9,12
1115,1115,1503685379470,5,-14,-11,-3,-3,-3,1,-10
1116,1116,1503685379489,5,-5,-11,-3,-1,-5,3,-5
1117,1117,1503685379490,14,35,33,15,3,-5,-8,-4
1118,1118,1503685379498,-3,5,4,-6,-5,-4,1,-6
1817,1817,1503685386300,1,8,-2,-2,1,-1,0,1
1818,1818,1503685386308,0,7,8,4,1,-2,-1,2
1819,1819,1503685386322,-9,6,8,5,4,1,1,-2
1820,1820,1503685386329,-1,4,5,2,-2,-1,1,-7
1821,1821,1503685386337,-4,-6,-5,-1,2,-3,-4,0
1822,1822,1503685386345,15,9,-8,-6,-3,-1,-3,3
1823,1823,1503685386360,7,3,11,2,1,-1,0,1
1824,1824,1503685386367,-10,-9,-3,9,13,5,2,-1
1825,1825,1503685386384,-2,0,-3,-1,0,-2,0,-3
1826,1826,1503685386389,6,-9,3,-7,-8,-4,-4,-17
1827,1827,1503685386390,6,9,0,0,-1,-4,-4,-3
1828,1828,1503685386397,2,4,-3,4,7,1,-1,0
1829,1829,1503685386404,-1,-10,-7,0,2,0,0,1
1830,1830,1503685386420,21,6,19,1,-3,2,1,16
1831,1831,1503685386427,14,15,7,-3,-5,-1,-2,8
1832,1832,1503685386443,3,1,-11,-5,-1,-4,0,-8
1833,1833,1503685386451,-11,-6,-2,-4,-5,0,1,-1
1834,1834,1503685386457,-9,-8,-8,-3,-1,-1,-2,-5
1835,1835,1503685386464,-12,-13,-9,-1,0,1,1,-12
1836,1836,1503685386480,-6,-6,-5,0,0,-3,-3,-2
1837,1837,1503685386487,15,-4,-1,1,0,2,2,12
1838,1838,1503685386502,-19,-3,-1,1,1,-1,3,1
1839,1839,1503685386510,-5,-4,-3,-7,-11,0,3,0
1840,1840,1503685386518,6,0,-3,-4,-3,-2,-1,2
1841,1841,1503685386524,-6,16,20,3,2,-1,2,-1
1842,1842,1503685386542,8,8,-1,-3,2,0,-5,-21
1843,1843,1503685386547,-4,-9,-19,-11,-6,-5,-7,-11
1844,1844,1503685386562,0,-12,-8,-5,-4,-3,1,1
1845,1845,1503685386569,6,5,-1,-2,-1,-3,0,4
1846,1846,1503685386577,-1,-3,-2,-2,-4,-1,-4,-4
1847,1847,1503685386592,-1,-1,2,1,3,4,1,3
1848,1848,1503685386601,-2,-4,-4,-6,-10,-4,-1,9
1849,1849,1503685386610,-7,-5,-3,-1,1,-2,-1,-8
1850,1850,1503685386622,-4,2,-5,-12,-18,-6,-1,-2
1851,1851,1503685386629,0,4,7,27,22,5,4,15
